movieId,item_id,title,is_european_wide,is_non_english,has_us_origin,has_us_company_involvement,is_coproduction,is_blockbuster_head,num_origin_countries,rating_count_train,directors,director_citizenship,filming_location_country,award_count,global_compatibility_score,local_europe_score,platform_compatible_europe,local_europe,local_non_english_no_us_europe,award_signal_europe,director_europe_european_film
1619,,Seven Years in Tibet (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1620,1257.0,Kiss the Girls (1997),False,False,True,True,False,True,1,3526.0,,,,0.0,0.8,0.2,False,False,False,False,False
1621,1258.0,Soul Food (1997),False,False,True,True,False,True,1,514.0,,,,0.0,0.8,0.2,False,False,False,False,False
1622,1259.0,Kicked in the Head (1997),False,False,True,False,False,False,1,41.0,,,,0.0,0.4,0.4,False,False,False,False,False
1623,1260.0,Wishmaster (1997),False,False,True,False,False,True,1,827.0,,,,0.0,0.8,0.2,False,False,False,False,False
1624,1261.0,"Thousand Acres, A (1997)",False,False,True,True,False,True,1,369.0,,,,0.0,0.8,0.2,False,False,False,False,False
1625,1262.0,"Game, The (1997)",False,False,True,True,False,True,1,12272.0,,,,0.0,0.8,0.2,False,False,False,False,False
1626,,Fire Down Below (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1627,1263.0,U Turn (1997),True,False,True,True,True,True,2,2027.0,,,,0.0,1.0,0.2,True,False,False,False,False
1628,1264.0,"Locusts, The (1997)",False,False,True,True,False,False,1,32.0,,,,0.0,0.4,0.4,False,False,False,False,False
1629,,"MatchMaker, The (1997)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1630,,"Lay of the Land, The (1997)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1631,1265.0,"Assignment, The (1997)",False,False,True,False,True,True,2,386.0,,,,0.0,1.0,0.0,False,False,False,False,False
1632,1266.0,"Smile Like Yours, A (1997)",False,False,True,False,False,False,1,140.0,,,,0.0,0.4,0.4,False,False,False,False,False
1633,1267.0,Ulee's Gold (1997),False,False,True,True,False,True,1,1912.0,,,,0.0,0.8,0.2,False,False,False,False,False
1635,1268.0,"Ice Storm, The (1997)",False,False,True,True,False,True,1,4405.0,,,,0.0,0.8,0.2,False,False,False,False,False
1636,,Stag (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1639,,Chasing Amy (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1640,,How to Be a Player (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1641,1269.0,"Full Monty, The (1997)",True,False,True,True,True,True,2,12398.0,,,,0.0,1.0,0.2,True,False,False,False,False
1642,1270.0,Indian Summer (a.k.a. Alive & Kicking) (1996),True,False,False,False,False,True,1,561.0,,,,0.0,0.6,0.6,True,False,False,False,False
1643,1271.0,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",True,False,True,False,True,True,3,2105.0,,,,0.0,1.0,0.2,True,False,False,False,False
1644,1272.0,I Know What You Did Last Summer (1997),False,False,True,True,False,True,1,5936.0,,,,0.0,0.8,0.2,False,False,False,False,False
1645,1273.0,"Devil's Advocate, The (1997)",False,False,True,True,False,True,1,9207.0,,,,0.0,0.8,0.2,False,False,False,False,False
1646,1274.0,RocketMan (a.k.a. Rocket Man) (1997),False,False,True,True,False,True,1,621.0,,,,0.0,0.8,0.2,False,False,False,False,False
1647,1275.0,Playing God (1997),False,False,True,True,False,True,1,538.0,,,,0.0,0.8,0.2,False,False,False,False,False
1648,1276.0,"House of Yes, The (1997)",False,False,True,False,False,True,1,1236.0,,,,0.0,0.8,0.2,False,False,False,False,False
1649,1277.0,"Fast, Cheap & Out of Control (1997)",False,False,True,False,False,True,1,1154.0,,,,0.0,0.8,0.2,False,False,False,False,False
1650,1278.0,Washington Square (1997),False,False,True,True,False,True,1,339.0,,,,0.0,0.8,0.2,False,False,False,False,False
1651,,Telling Lies in America (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1652,1279.0,Year of the Horse (1997),False,False,True,False,False,False,1,54.0,,,,0.0,0.4,0.4,False,False,False,False,False
1653,1280.0,Gattaca (1997),False,False,True,True,False,True,1,14879.0,,,,0.0,0.8,0.2,False,False,False,False,False
1654,1281.0,FairyTale: A True Story (1997),True,False,True,True,True,True,2,503.0,,,,0.0,1.0,0.2,True,False,False,False,False
1655,1282.0,Phantoms (1998),False,False,True,True,True,True,2,547.0,,,,0.0,1.0,0.0,False,False,False,False,False
1656,1283.0,Swept from the Sea (1997),False,False,True,True,False,False,1,94.0,,,,0.0,0.4,0.4,False,False,False,False,False
1657,1284.0,Wonderland (1997),False,False,False,False,False,False,0,133.0,,,,0.0,0.0,0.6,False,False,False,False,False
1658,1285.0,"Life Less Ordinary, A (1997)",True,False,True,False,True,True,2,1462.0,,,,0.0,1.0,0.2,True,False,False,False,False
1659,1286.0,Hurricane Streets (1997),False,False,True,False,False,False,1,81.0,,,,0.0,0.4,0.4,False,False,False,False,False
1660,1287.0,Eve's Bayou (1997),False,False,True,False,False,True,1,996.0,,,,0.0,0.8,0.2,False,False,False,False,False
1661,1288.0,Switchback (1997),False,False,True,True,False,True,1,484.0,,,,0.0,0.8,0.2,False,False,False,False,False
1662,1289.0,Gang Related (1997),False,False,True,False,False,False,1,163.0,,,,0.0,0.4,0.4,False,False,False,False,False
1663,1290.0,Stripes (1981),False,False,True,True,False,True,1,6359.0,,,,0.0,0.8,0.2,False,False,False,False,False
1664,,Nenette and Boni (Nénette et Boni) (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1665,1291.0,Bean (1997),True,False,True,False,True,True,2,2572.0,,,,0.0,1.0,0.2,True,False,False,False,False
1666,,Hugo Pool (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1667,1292.0,Mad City (1997),False,False,True,True,False,True,1,865.0,,,,0.0,0.8,0.2,False,False,False,False,False
1668,1293.0,One Night Stand (1997),False,False,True,True,False,True,1,234.0,,,,0.0,0.8,0.2,False,False,False,False,False
1669,,"Tango Lesson, The (1997)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1670,1294.0,Welcome to Sarajevo (1997),True,False,True,True,True,True,2,577.0,,,,0.0,1.0,0.2,True,False,False,False,False
1671,,Deceiver (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1672,1295.0,"Rainmaker, The (1997)",False,False,True,True,False,True,1,3019.0,,,,0.0,0.8,0.2,False,False,False,False,False
1673,1296.0,Boogie Nights (1997),False,False,True,True,False,True,1,10809.0,,,,0.0,0.8,0.2,False,False,False,False,False
1674,1297.0,Witness (1985),False,False,True,True,False,True,1,8912.0,,,,0.0,0.8,0.2,False,False,False,False,False
1675,1298.0,Incognito (1997),False,False,True,True,False,False,1,90.0,,,,0.0,0.4,0.4,False,False,False,False,False
1676,1299.0,Starship Troopers (1997),False,False,True,True,False,True,1,12215.0,,,,0.0,0.8,0.2,False,False,False,False,False
1677,1300.0,Critical Care (1997),False,False,True,False,False,False,1,140.0,,,,0.0,0.4,0.4,False,False,False,False,False
1678,,"Joy Luck Club, The (1993)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1679,1301.0,Chairman of the Board (1998),False,False,True,False,False,False,1,140.0,,,,0.0,0.4,0.4,False,False,False,False,False
1680,1302.0,Sliding Doors (1998),True,False,True,True,True,True,2,5438.0,,,,0.0,1.0,0.2,True,False,False,False,False
1681,1303.0,Mortal Kombat: Annihilation (1997),False,False,True,True,False,True,1,1624.0,,,,0.0,0.8,0.2,False,False,False,False,False
1682,1304.0,"Truman Show, The (1998)",False,False,True,True,False,True,1,19545.0,,,,0.0,0.8,0.2,False,False,False,False,False
1683,1305.0,"Wings of the Dove, The (1997)",True,False,True,True,True,True,2,1494.0,,,,0.0,1.0,0.2,True,False,False,False,False
1684,1306.0,Mrs. Dalloway (1997),True,False,True,False,True,True,3,492.0,,,,0.0,1.0,0.2,True,False,False,False,False
1685,1307.0,"I Love You, I Love You Not (1996)",True,False,True,True,True,False,4,68.0,,,,0.0,0.6,0.4,True,False,False,False,False
1686,1308.0,Red Corner (1997),False,False,True,True,False,True,1,746.0,,,,0.0,0.8,0.2,False,False,False,False,False
1687,1309.0,"Jackal, The (1997)",True,False,True,True,True,True,5,3687.0,,,,0.0,1.0,0.2,True,False,False,False,False
1688,1310.0,Anastasia (1997),False,False,True,True,False,True,1,2908.0,,,,0.0,0.8,0.2,False,False,False,False,False
1689,1311.0,"Man Who Knew Too Little, The (1997)",True,False,True,True,True,True,2,1578.0,,,,0.0,1.0,0.2,True,False,False,False,False
1690,1312.0,Alien: Resurrection (1997),False,False,True,True,False,True,1,8795.0,,,,0.0,0.8,0.2,False,False,False,False,False
1692,,Alien Escape (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1693,1313.0,Amistad (1997),False,False,True,True,False,True,1,3748.0,,,,0.0,0.8,0.2,False,False,False,False,False
1694,1314.0,"Apostle, The (1997)",False,False,True,False,False,True,1,2388.0,,,,0.0,0.8,0.2,False,False,False,False,False
1695,1315.0,Artemisia (1997),True,True,False,False,True,False,3,170.0,Agnès Merlet,France,,0.0,0.2,0.8,False,True,True,False,True
1696,1316.0,Bent (1997),True,False,False,False,True,False,2,201.0,,,,0.0,0.4,0.6,False,False,False,False,False
1697,1317.0,Bang (1995),False,False,True,False,False,False,1,16.0,,,,0.0,0.4,0.4,False,False,False,False,False
1698,1318.0,"Boys, Les (1997)",False,True,False,False,False,False,1,36.0,,,,0.0,0.0,0.8,False,False,False,False,False
1699,1319.0,"Butcher Boy, The (1997)",True,False,False,False,False,True,1,931.0,,,,0.0,0.6,0.6,True,False,False,False,False
1701,1320.0,Deconstructing Harry (1997),False,False,True,True,False,True,1,2449.0,,,,0.0,0.8,0.2,False,False,False,False,False
1702,1321.0,Flubber (1997),False,False,True,True,False,True,1,3109.0,,,,0.0,0.8,0.2,False,False,False,False,False
1703,,For Richer or Poorer (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1704,1322.0,Good Will Hunting (1997),False,False,True,True,False,True,1,22577.0,,,,0.0,0.8,0.2,False,False,False,False,False
1705,1323.0,Guy (1997),False,False,True,False,False,False,1,10.0,,,,0.0,0.4,0.4,False,False,False,False,False
1706,,Tar (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1707,1324.0,Home Alone 3 (1997),False,False,True,True,False,True,1,2172.0,,,,0.0,0.8,0.2,False,False,False,False,False
1708,1325.0,Ill Gotten Gains (1997),False,False,True,False,False,False,1,14.0,,,,0.0,0.2,0.4,False,False,False,False,False
1709,,Legal Deceit (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1710,,Man of Her Dreams (a.k.a. The Fiancé) (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1711,1326.0,Midnight in the Garden of Good and Evil (1997),False,False,True,True,False,True,1,3801.0,,,,0.0,0.8,0.2,False,False,False,False,False
1713,1327.0,Mouse Hunt (1997),True,False,True,True,True,True,2,1790.0,,,,0.0,1.0,0.2,True,False,False,False,False
1714,1328.0,Never Met Picasso (1996),False,False,True,False,False,False,1,27.0,,,,0.0,0.4,0.4,False,False,False,False,False
1715,1329.0,Office Killer (1997),False,False,True,False,False,False,1,78.0,,,,0.0,0.4,0.4,False,False,False,False,False
1716,1330.0,"Other Voices, Other Rooms (1995)",False,False,False,False,False,False,0,22.0,,,,0.0,0.0,0.6,False,False,False,False,False
1717,1331.0,Scream 2 (1997),False,False,True,False,False,True,1,5499.0,,,,0.0,0.8,0.2,False,False,False,False,False
1718,,Stranger in the House (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1719,1332.0,"Sweet Hereafter, The (1997)",False,False,False,False,False,True,1,3016.0,,,,0.0,0.6,0.4,False,False,False,False,False
1720,,Time Tracers (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1721,1333.0,Titanic (1997),False,False,True,True,False,True,1,25785.0,,,,0.0,0.8,0.2,False,False,False,False,False
1722,1334.0,Tomorrow Never Dies (1997),True,False,True,False,True,True,2,9553.0,,,,0.0,1.0,0.2,True,False,False,False,False
1723,,Twisted (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1724,,Full Speed (À toute vitesse) (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1725,1335.0,"Education of Little Tree, The (1997)",False,False,True,False,False,False,1,114.0,,,,0.0,0.4,0.4,False,False,False,False,False
1726,1336.0,"Postman, The (1997)",False,False,True,True,False,True,1,1631.0,,,,0.0,0.8,0.2,False,False,False,False,False
1727,1337.0,"Horse Whisperer, The (1998)",False,False,True,True,False,True,1,1730.0,,,,0.0,0.8,0.2,False,False,False,False,False
1728,1338.0,"Winter Guest, The (1997)",True,False,True,False,True,False,2,186.0,,,,0.0,0.6,0.4,True,False,False,False,False
1729,1339.0,Jackie Brown (1997),False,False,True,True,False,True,1,9197.0,,,,0.0,0.8,0.2,False,False,False,False,False
1730,1340.0,Kundun (1997),False,False,True,True,False,True,1,1387.0,,,,0.0,0.8,0.2,False,False,False,False,False
1731,1341.0,Mr. Magoo (1997),False,False,True,True,False,True,1,590.0,,,,0.0,0.8,0.2,False,False,False,False,False
1732,1342.0,"Big Lebowski, The (1998)",True,False,True,False,True,True,2,16732.0,,,,0.0,1.0,0.2,True,False,False,False,False
1733,1343.0,Afterglow (1997),False,False,True,False,False,True,1,423.0,,,,0.0,0.8,0.2,False,False,False,False,False
1734,1344.0,My Life in Pink (Ma vie en rose) (1997),True,True,False,False,True,True,3,1498.0,Alain Berliner,Belgium,,3.0,0.6,0.6,True,False,True,True,True
1735,1345.0,Great Expectations (1998),False,False,True,False,False,True,1,2336.0,,,,0.0,0.8,0.2,False,False,False,False,False
1738,,Vermin (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1739,,3 Ninjas: High Noon On Mega Mountain (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1740,,Men of Means (1999),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1742,,Caught Up (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1743,,Arguing the World (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1744,,Firestorm (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1746,1346.0,Senseless (1998),False,False,True,True,False,True,1,312.0,,,,0.0,0.8,0.2,False,False,False,False,False
1747,1347.0,Wag the Dog (1997),False,False,True,True,False,True,1,8505.0,,,,0.0,0.8,0.2,False,False,False,False,False
1748,1348.0,Dark City (1998),False,False,True,True,True,True,2,9318.0,,,,0.0,1.0,0.0,False,False,False,False,False
1749,,"Leading Man, The (1996)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1750,,Star Kid (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1752,1349.0,Hard Rain (1998),True,False,True,True,True,True,6,1342.0,,,,0.0,1.0,0.2,True,False,False,False,False
1753,,Half Baked (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1754,1350.0,Fallen (1998),False,False,True,True,False,True,1,3028.0,,,,0.0,0.8,0.2,False,False,False,False,False
1755,1351.0,Shooting Fish (1997),True,False,False,False,False,True,1,521.0,,,,0.0,0.6,0.6,True,False,False,False,False
1756,1352.0,"Prophecy II, The (1998)",False,False,True,False,False,True,1,379.0,,,,0.0,0.8,0.2,False,False,False,False,False
1757,1353.0,Fallen Angels (Duo luo tian shi) (1995),False,False,False,False,False,True,1,357.0,,,,0.0,0.6,0.4,False,False,False,False,False
1759,,"Four Days in September (O Que É Isso, Companheiro?) (1997)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1760,1354.0,Spice World (1997),True,False,False,True,False,True,1,2140.0,,,,0.0,0.8,0.4,True,False,False,False,False
1762,1355.0,Deep Rising (1998),False,False,True,True,False,True,1,1148.0,,,,0.0,0.8,0.2,False,False,False,False,False
1764,,Tainted (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1765,1356.0,"Letter From Death Row, A (1998)",False,False,True,False,False,False,1,17.0,,,,0.0,0.4,0.4,False,False,False,False,False
1767,1357.0,Music From Another Room (1998),False,False,True,False,False,False,1,169.0,,,,0.0,0.4,0.4,False,False,False,False,False
1768,1358.0,Mother and Son (Mat i syn) (1997),True,True,False,False,True,False,2,29.0,,,,0.0,0.2,0.8,False,True,True,False,False
1769,,"Replacement Killers, The (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1770,1359.0,B. Monkey (1998),True,False,False,True,False,False,1,163.0,,,,0.0,0.4,0.6,False,False,False,False,False
1771,,Night Flier (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1772,1360.0,Blues Brothers 2000 (1998),False,False,True,True,True,True,2,2236.0,,,,0.0,1.0,0.0,False,False,False,False,False
1773,1361.0,Tokyo Fist (Tokyo ken) (1995),False,True,False,False,False,False,1,90.0,,,,0.0,0.0,0.8,False,False,False,False,False
1774,,Mass Transit (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1776,1362.0,Ride (1998),False,False,True,True,False,False,1,14.0,,,,0.0,0.4,0.4,False,False,False,False,False
1777,1363.0,"Wedding Singer, The (1998)",False,False,True,True,False,True,1,10685.0,,,,0.0,0.8,0.2,False,False,False,False,False
1779,1364.0,Sphere (1998),False,False,True,True,False,True,1,4797.0,,,,0.0,0.8,0.2,False,False,False,False,False
1780,,Ayn Rand: A Sense of Life (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1781,1365.0,"Further Gesture, A (1996)",True,False,False,False,False,False,1,6.0,,,,0.0,0.2,0.8,False,True,False,False,False
1782,,Little City (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1783,1366.0,Palmetto (1998),False,False,True,True,False,True,1,1040.0,,,,0.0,0.8,0.2,False,False,False,False,False
1784,1367.0,As Good as It Gets (1997),False,False,True,True,False,True,1,17327.0,,,,0.0,0.8,0.2,False,False,False,False,False
1785,1368.0,King of New York (1990),True,False,True,False,True,True,2,1035.0,,,,0.0,1.0,0.2,True,False,False,False,False
1787,,"Paralyzing Fear: The Story of Polio in America, A (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1788,1369.0,Men with Guns (1997),False,False,False,False,False,True,1,546.0,,,,0.0,0.4,0.4,False,False,False,False,False
1789,,"Sadness of Sex, The (1995)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1791,1370.0,Twilight (1998),False,False,True,True,False,True,1,396.0,,,,0.0,0.8,0.2,False,False,False,False,False
1792,1371.0,U.S. Marshals (1998),False,False,True,True,False,True,1,3565.0,,,,0.0,0.8,0.2,False,False,False,False,False
1793,,Welcome to Woop-Woop (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1794,,Love and Death on Long Island (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1795,1372.0,"Callejón de los milagros, El (1995)",False,True,False,False,False,False,1,42.0,,,,0.0,0.0,0.8,False,False,False,False,False
1796,,In God's Hands (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1797,1373.0,Everest (1998),False,False,True,False,False,True,1,1494.0,,,,0.0,0.8,0.2,False,False,False,False,False
1798,1374.0,Hush (1998),False,False,True,True,False,True,1,250.0,,,,0.0,0.8,0.2,False,False,False,False,False
1799,1375.0,Suicide Kings (1997),False,False,True,False,False,True,1,1763.0,,,,0.0,0.8,0.2,False,False,False,False,False
1801,,"Man in the Iron Mask, The (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1804,,"Newton Boys, The (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1805,1377.0,Wild Things (1998),False,False,True,True,False,True,1,5981.0,,,,0.0,0.8,0.2,False,False,False,False,False
1806,1378.0,Paulie (1998),True,False,True,True,True,True,2,824.0,,,,0.0,1.0,0.2,True,False,False,False,False
1807,,"Cool, Dry Place, A (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1809,1379.0,Fireworks (Hana-bi) (1997),False,True,False,False,False,True,1,850.0,,,,0.0,0.4,0.6,False,False,False,False,False
1810,1380.0,Primary Colors (1998),False,False,True,True,False,True,1,3138.0,,,,0.0,0.8,0.2,False,False,False,False,False
1811,,"Niagara, Niagara (1997)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1812,1381.0,Wide Awake (1998),False,False,True,False,False,False,1,179.0,,,,0.0,0.4,0.4,False,False,False,False,False
1814,1382.0,"Price Above Rubies, A (1998)",True,False,True,True,True,False,2,196.0,,,,0.0,0.6,0.4,True,False,False,False,False
1815,,Eden (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1816,1383.0,Two Girls and a Guy (1997),False,False,True,False,False,True,1,578.0,,,,0.0,0.8,0.2,False,False,False,False,False
1817,1384.0,No Looking Back (1998),False,False,True,False,False,False,1,63.0,,,,0.0,0.4,0.4,False,False,False,False,False
1819,,Storefront Hitchcock (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1820,,"Proposition, The (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1821,,"Object of My Affection, The (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1822,,Meet the Deedles (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1824,1385.0,Homegrown (1998),False,False,True,True,False,True,1,368.0,,,,0.0,0.8,0.2,False,False,False,False,False
1825,,"Player's Club, The (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1826,,Barney's Great Adventure (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1827,,"Big One, The (1997)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1829,1386.0,Chinese Box (1997),True,False,True,False,True,True,3,226.0,,,,0.0,1.0,0.2,True,False,False,False,False
1830,,Follow the Bitch (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1831,1387.0,Lost in Space (1998),False,False,True,True,False,True,1,5969.0,,,,0.0,0.8,0.2,False,False,False,False,False
1832,1388.0,Heaven's Burning (1997),False,False,False,False,False,False,1,40.0,,,,0.0,0.2,0.6,False,False,False,False,False
1833,1389.0,Mercury Rising (1998),False,False,True,True,False,True,1,1891.0,,,,0.0,0.8,0.2,False,False,False,False,False
1834,1390.0,"Spanish Prisoner, The (1997)",False,False,True,True,False,True,1,3615.0,,,,0.0,0.8,0.2,False,False,False,False,False
1835,1391.0,City of Angels (1998),True,False,True,True,True,True,2,3847.0,,,,0.0,1.0,0.2,True,False,False,False,False
1836,1392.0,"Last Days of Disco, The (1998)",False,False,True,True,False,True,1,1247.0,,,,0.0,0.8,0.2,False,False,False,False,False
1837,1393.0,"Odd Couple II, The (1998)",False,False,True,True,False,True,1,394.0,,,,0.0,0.8,0.2,False,False,False,False,False
1839,1394.0,My Giant (1998),False,False,True,True,False,True,1,424.0,,,,0.0,0.8,0.2,False,False,False,False,False
1840,,He Got Game (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1841,1395.0,"Gingerbread Man, The (1998)",False,False,True,False,False,True,1,612.0,,,,0.0,0.8,0.2,False,False,False,False,False
1842,,Illtown (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1843,1396.0,Slappy and the Stinkers (1998),False,False,True,False,False,False,1,31.0,,,,0.0,0.4,0.4,False,False,False,False,False
1844,1397.0,Live Flesh (Carne trémula) (1997),True,True,False,False,True,True,2,519.0,Pedro Almodóvar,Spain,Spain,1.0,0.6,0.6,True,False,True,True,True
1845,1398.0,Zero Effect (1998),False,False,True,True,False,True,1,1932.0,,,,0.0,0.8,0.2,False,False,False,False,False
1846,1399.0,Nil By Mouth (1997),True,False,False,False,True,True,2,249.0,,,,0.0,0.8,0.4,True,False,False,False,False
1848,1400.0,"Borrowers, The (1997)",True,False,True,False,True,True,2,1173.0,,,,0.0,1.0,0.2,True,False,False,False,False
1849,1401.0,Prince Valiant (1997),True,False,False,False,True,False,3,41.0,,,,0.0,0.4,0.6,False,False,False,False,False
1850,,"I Love You, Don't Touch Me! (1998)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1851,1402.0,Leather Jacket Love Story (1997),False,False,True,False,False,False,1,8.0,,,,0.0,0.4,0.4,False,False,False,False,False
1852,1403.0,Love Walked In (1998),False,False,True,False,False,False,1,8.0,,,,0.0,0.4,0.4,False,False,False,False,False
1853,1404.0,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",False,False,True,True,False,False,1,131.0,,,,0.0,0.4,0.4,False,False,False,False,False
1854,1405.0,Kissing a Fool (1998),False,False,True,True,False,True,1,326.0,,,,0.0,0.8,0.2,False,False,False,False,False
1855,1406.0,Krippendorf's Tribe (1998),False,False,True,True,False,True,1,628.0,,,,0.0,0.8,0.2,False,False,False,False,False
1856,1407.0,Kurt & Courtney (1998),True,False,False,False,False,True,1,471.0,,,,0.0,0.6,0.6,True,False,False,False,False
1857,1408.0,"Real Blonde, The (1997)",False,False,True,True,False,False,1,183.0,,,,0.0,0.4,0.4,False,False,False,False,False
1858,1409.0,Mr. Nice Guy (Yat goh ho yan) (1997),False,False,False,False,False,True,1,1026.0,,,,0.0,0.6,0.4,False,False,False,False,False
1859,1410.0,Taste of Cherry (Ta'm e guilass) (1997),False,True,False,False,False,True,1,291.0,,,,0.0,0.4,0.6,False,False,False,False,False
1860,1411.0,Character (Karakter) (1997),True,False,False,False,True,True,2,411.0,,,,0.0,0.8,0.4,True,False,False,False,False
1861,,Junk Mail (Budbringeren) (1997),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1862,1412.0,Species II (1998),False,False,True,True,False,True,1,1639.0,,,,0.0,0.8,0.2,False,False,False,False,False
1863,1413.0,Major League: Back to the Minors (1998),False,False,True,True,False,True,1,808.0,,,,0.0,0.8,0.2,False,False,False,False,False
1864,,Sour Grapes (1998),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
1865,1414.0,Wild Man Blues (1997),False,False,True,False,False,True,1,315.0,,,,0.0,0.8,0.2,False,False,False,False,False
1866,1415.0,"Big Hit, The (1998)",False,False,True,True,False,True,1,1351.0,,,,0.0,0.8,0.2,False,False,False,False,False
