movieId,title,genres,clean_title,release_year,imdbId,tmdbId,imdb_id_str,rating_count,mean_rating,rating_std,first_rating_at,last_rating_at,tag_count,unique_tag_count,top_tags,genome_tag_coverage,top_genome_tags,item_id,rating_count_test,rating_count_train,rating_count_validation,wikidata_uri,title_wikidata,country,original_language,language_of_work,production_company,production_company_country,production_company_hq_country,publication_date,has_mpnet_json,has_clip_json,has_mpnet_matrix,has_clip_matrix
206,Unzipped (1995),Documentary,Unzipped,1995.0,114805,77350.0,tt0114805,50.0,3.49,0.9062706718261628,1996-04-15 07:43:46,2005-04-18 08:21:57,1.0,1.0,douglas keeve,5.0,fashion | very interesting | documentary | original | pornography,,0.0,0.0,0.0,,,[],[],[],[],[],[],,True,True,False,False
207,"Walk in the Clouds, A (1995)",Drama|Romance,"Walk in the Clouds, A",1995.0,114887,9560.0,tt0114887,271.0,3.4132841328413286,1.1192129793044738,1996-03-19 23:47:34,2014-07-21 00:09:17,7.0,6.0,keanu reeves | romance | cheesy | cinematography,5.0,romantic | romance | love story | chick flick | beautiful scenery,170.0,556.0,4369.0,489.0,http://www.wikidata.org/entity/Q944614,A Walk in the Clouds,"['Mexico', 'United States']",['English'],[],['20th Century Studios'],['United States'],['United States'],1995-12-21T00:00:00Z,True,True,True,True
208,Waterworld (1995),Action|Adventure|Sci-Fi,Waterworld,1995.0,114898,9804.0,tt0114898,1358.0,2.8438880706921945,1.0366903117593789,1996-03-20 08:24:08,2015-03-02 22:21:15,168.0,38.0,post-apocalyptic | kevin costner | apocalypse | dark hero | ocean | steampunk | dystopia | stupid,5.0,futuristic | post-apocalyptic | post apocalyptic | sci-fi | big budget,171.0,2678.0,22285.0,2812.0,http://www.wikidata.org/entity/Q272595,Waterworld,['United States'],['English'],[],['Davis Entertainment'],['United States'],['United States'],1995-10-13T00:00:00Z,True,True,True,True
209,White Man's Burden (1995),Drama,White Man's Burden,1995.0,114928,31611.0,tt0114928,44.0,2.8181818181818183,0.8632746544200515,1996-05-24 22:23:43,2013-08-19 14:35:08,0.0,0.0,,5.0,race issues | stereotypes | alternate history | original | greed,172.0,84.0,577.0,84.0,http://www.wikidata.org/entity/Q289469,White Man's Burden,['United States'],['English'],[],[],[],[],1995-01-01T00:00:00Z,True,True,True,True
210,Wild Bill (1995),Western,Wild Bill,1995.0,114938,65796.0,tt0114938,24.0,2.7708333333333335,0.7798991945265673,1996-07-06 14:54:21,2006-03-10 20:02:38,1.0,1.0,clv,5.0,gunfight | western | life & death | original | great,173.0,40.0,385.0,57.0,http://www.wikidata.org/entity/Q1471493,Wild Bill,['United States'],['English'],[],['United Artists'],['United States'],['United States'],1995-12-01T00:00:00Z,True,True,True,True
211,"Browning Version, The (1994)",Drama,"Browning Version, The",1994.0,109340,49805.0,tt0109340,30.0,3.716666666666667,0.9161701894800737,1996-04-19 19:32:33,2007-11-10 20:40:39,2.0,2.0,mike figgis | might like,5.0,teacher | life & death | based on a play | school | mentor,174.0,50.0,466.0,63.0,http://www.wikidata.org/entity/Q1569614,The Browning Version,['United Kingdom'],['English'],[],['Paramount Pictures'],['United States'],['United States'],1994-01-01T00:00:00Z,True,True,True,True
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,Bushwhacked,1995.0,112602,26258.0,tt0112602,28.0,2.267857142857143,0.907603099511778,1996-03-29 17:04:19,2006-12-31 15:50:00,1.0,1.0,greg beeman,5.0,comedy | adventure | hilarious | silly fun | goofy,175.0,49.0,355.0,43.0,http://www.wikidata.org/entity/Q1629871,Bushwhacked,['United States'],['English'],[],[],[],[],1996-01-04T00:00:00Z,True,True,True,True
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Burnt by the Sun (Utomlyonnye solntsem),1994.0,111579,50797.0,tt0111579,89.0,4.0,0.9444815797809157,1996-05-04 09:10:01,2013-09-23 06:26:19,9.0,8.0,russian | no_fa_ganes | russian communist tragedy | nikita mikhalkov | j netflix | perrot library | library | oscar (best foreign language film),5.0,oscar (best foreign language film) | russian | father daughter relationship | russia | foreign,176.0,176.0,1512.0,184.0,http://www.wikidata.org/entity/Q1127167,Burnt by the Sun,"['France', 'Russia']","['French', 'Russian']",[],['TriTe'],['Russia'],['Russia'],1994-11-02T00:00:00Z,True,True,True,True
214,Before the Rain (Pred dozhdot) (1994),Drama|War,Before the Rain (Pred dozhdot),1994.0,110882,19155.0,tt0110882,50.0,4.06,0.9878858068354552,1996-04-16 10:34:53,2013-09-23 06:26:12,15.0,12.0,horror of war | harrowing | criterion | awful | bloody | gory | hard to watch | no_fa_ganes,5.0,criterion | non-linear | melancholic | storytelling | cinematography,177.0,75.0,777.0,90.0,http://www.wikidata.org/entity/Q911013,Before the Rain,"['France', 'North Macedonia', 'United Kingdom']",['English'],[],"['Aim Rain Limited', 'Noé Productions', 'Vardar Film']","['France', 'United Kingdom']","['North Macedonia', 'United Kingdom']",1995-09-28T00:00:00Z,True,True,True,True
215,Before Sunrise (1995),Drama|Romance,Before Sunrise,1995.0,112471,76.0,tt0112471,268.0,3.860074626865672,0.9431455825669703,1996-03-26 20:24:07,2015-03-27 15:53:33,234.0,69.0,conversation | reflective | vienna | intelligent | dialogue | romantic | bittersweet | ethan hawke,5.0,romantic | dialogue driven | love story | romance | vienna,178.0,540.0,4300.0,508.0,http://www.wikidata.org/entity/Q659609,Before Sunrise,"['Austria', 'Switzerland', 'United States']",['English'],[],['Castle Rock Entertainment'],['United States'],['United States'],1995-03-31T00:00:00Z,True,True,True,True
216,Billy Madison (1995),Comedy,Billy Madison,1995.0,112508,11017.0,tt0112508,420.0,3.244047619047619,1.1142761159800032,1996-03-20 08:24:07,2015-03-14 20:28:39,61.0,18.0,stupid | adam sandler | school | funniest movies | stop looking at me swan | high school | seen more than once | funny,5.0,funniest movies | comedy | goofy | stupidity | dumb,179.0,881.0,6808.0,858.0,http://www.wikidata.org/entity/Q372299,Billy Madison,['United States'],['English'],[],['Universal Pictures'],['United States'],['United States'],1995-02-10T00:00:00Z,True,True,True,True
217,"Babysitter, The (1995)",Drama|Thriller,"Babysitter, The",1995.0,112438,37141.0,tt0112438,53.0,2.547169811320755,0.9107485876136994,1996-03-29 17:04:19,2010-12-10 08:14:25,1.0,1.0,nudity (topless),5.0,fantasy | obsession | pornography | erotic | sexy,,0.0,0.0,0.0,,,[],[],[],[],[],[],,True,True,False,False
218,Boys on the Side (1995),Comedy|Drama,Boys on the Side,1995.0,112571,9382.0,tt0112571,206.0,3.2766990291262137,0.9232185359232251,1996-03-19 23:47:34,2014-12-26 01:10:00,37.0,11.0,women | unlikely friendships | whoopi goldberg | road movie | nudity (topless - notable) | drew barrymore | mary-louise parker | nudity (topless),5.0,women | unlikely friendships | friendship | chick flick | relationships,180.0,440.0,3411.0,397.0,http://www.wikidata.org/entity/Q620099,Boys on the Side,['United States'],['English'],[],['StudioCanal'],"['France', 'United Kingdom']",['France'],1995-03-23T00:00:00Z,True,True,True,True
219,"Cure, The (1995)",Drama,"Cure, The",1995.0,112757,6715.0,tt0112757,31.0,3.5161290322580645,1.0526464345301476,1996-03-20 08:24:08,2010-12-04 11:18:46,10.0,7.0,coming of age | aids | childhood ignorance | hope | easily confused with other movie(s) (title) | gay romance | peter horton,5.0,friendship | unlikely friendships | coming of age | touching | terminal illness,181.0,65.0,504.0,64.0,http://www.wikidata.org/entity/Q2336805,The Cure,['United States'],['English'],[],['Island Records'],['Jamaica'],['United Kingdom'],1996-02-15T00:00:00Z,True,True,True,True
220,Castle Freak (1995),Horror,Castle Freak,1995.0,112643,18256.0,tt0112643,18.0,2.388888888888889,1.157527226913368,1996-04-13 12:58:32,2007-10-17 00:53:06,3.0,2.0,h.p. lovecraft | full moon entertainment,5.0,splatter | horror | creepy | goretastic | bloody,182.0,39.0,212.0,24.0,http://www.wikidata.org/entity/Q1049417,Castle Freak,['United States'],"['English', 'Italian', 'Swedish']",[],['Full Moon Features'],['United States'],['United States'],1995-11-14T00:00:00Z,True,True,True,True
222,Circle of Friends (1995),Drama|Romance,Circle of Friends,1995.0,112679,22625.0,tt0112679,292.0,3.4674657534246576,0.8752828205815948,1996-03-27 07:35:07,2014-06-09 20:50:26,18.0,14.0,irish | ireland | minnie driver | chick flick | to see: chick flick | friendship | pat o'connor | chris o'donnell,5.0,adapted from:book | irish | friendship | ireland | irish accent,,0.0,0.0,0.0,,,[],[],[],[],[],[],,True,True,False,False
223,Clerks (1994),Comedy,Clerks,1994.0,109445,2292.0,tt0109445,1191.0,3.8715365239294712,0.9897988456031449,1996-03-27 14:11:21,2015-03-15 20:47:22,271.0,65.0,kevin smith | black and white | good dialogue | low budget | quirky | surreal | cynical | crude humor,5.0,view askew | jay and silent bob | independent film | dialogue driven | slackers,,0.0,0.0,0.0,,,[],[],[],[],[],[],,True,True,False,False
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Don Juan DeMarco,1995.0,112883,1909.0,tt0112883,468.0,3.4594017094017095,0.8939825392412113,1996-03-30 15:00:49,2015-01-15 21:02:01,29.0,14.0,fantasy | mental illness | romance | johnny depp | psychology | insanity | madness | passion,5.0,romantic | fantasy | romance | psychiatry | love story,183.0,816.0,6911.0,854.0,http://www.wikidata.org/entity/Q492132,Don Juan DeMarco,['United States'],['English'],[],['New Line Cinema'],['United States'],['United States'],1995-08-10T00:00:00Z,True,True,True,True
225,Disclosure (1994),Drama|Thriller,Disclosure,1994.0,109635,8984.0,tt0109635,617.0,3.3363047001620747,0.8664627811758203,1996-03-27 07:35:07,2015-02-03 10:31:46,15.0,9.0,michael crichton | demi moore | michael douglas | author:michael crichton | sexual harassment | can't remember | based on a book | etaege,5.0,based on a book | sexual | conspiracy | erotic | sexy,184.0,1293.0,10088.0,1281.0,http://www.wikidata.org/entity/Q1330619,Disclosure,['United States'],['English'],[],['Warner Bros. Entertainment'],['United States'],['United States'],1995-01-05T00:00:00Z,True,True,True,True
226,Dream Man (1995),Thriller,Dream Man,1995.0,112899,61813.0,tt0112899,2.0,4.25,0.3535533905932738,1996-11-23 18:40:39,2007-11-10 20:42:04,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,[],[],[],[],[],[],,True,True,False,False
227,Drop Zone (1994),Action|Thriller,Drop Zone,1994.0,109676,4954.0,tt0109676,242.0,2.977272727272727,0.9009561541502699,1996-03-20 08:24:08,2013-09-20 19:04:05,2.0,2.0,can't remember | clv,5.0,good action | action | fight scenes | action packed | chase,185.0,485.0,3705.0,450.0,http://www.wikidata.org/entity/Q1260289,Drop Zone,['United States'],['English'],[],[],[],[],1995-09-29T00:00:00Z,True,True,True,True
228,Destiny Turns on the Radio (1995),Comedy,Destiny Turns on the Radio,1995.0,112854,62488.0,tt0112854,28.0,2.767857142857143,1.1978541219007002,1996-04-18 11:46:45,2007-11-22 17:36:03,0.0,0.0,,5.0,las vegas | destiny | dialogue | magic realism | quirky,186.0,48.0,382.0,45.0,http://www.wikidata.org/entity/Q2546056,Destiny Turns on the Radio,['United States'],['English'],[],[],[],[],1995-01-01T00:00:00Z,True,True,True,True
229,Death and the Maiden (1994),Drama|Thriller,Death and the Maiden,1994.0,109579,10531.0,tt0109579,117.0,3.641025641025641,0.9211269190839055,1996-04-04 07:23:16,2015-02-03 23:13:09,10.0,6.0,roman polanski | psychological | nudity (topless - notable) | dialogue driven | revenge | nudity (topless),5.0,psychological | dialogue driven | guilt | based on a play | intense,187.0,222.0,1973.0,233.0,http://www.wikidata.org/entity/Q466265,Death and the Maiden,"['France', 'United Kingdom', 'United States']",['English'],[],['Fine Line Features'],[],[],1995-05-04T00:00:00Z,True,True,True,True
230,Dolores Claiborne (1995),Drama|Thriller,Dolores Claiborne,1995.0,109642,11929.0,tt0109642,361.0,3.6218836565096955,0.8638369173402618,1996-03-27 07:35:07,2014-06-14 01:26:22,28.0,16.0,stephen king | child abuse | incest | drama | can't remember | kathy bates | bgab lrc | housekeeper,5.0,adapted from:book | drama | secrets | great acting | based on a book,188.0,775.0,5782.0,727.0,http://www.wikidata.org/entity/Q1236347,Dolores Claiborne,['United States'],['English'],[],['Castle Rock Entertainment'],['United States'],['United States'],1995-12-07T00:00:00Z,True,True,True,True
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Dumb & Dumber (Dumb and Dumber),1994.0,109686,8467.0,tt0109686,1620.0,2.8753086419753084,1.2179967011355792,1996-03-20 08:24:08,2015-03-11 20:47:37,183.0,44.0,jim carrey | stupid | road trip | comedy | jeff daniels | silly | hilarious | quirky,5.0,suprisingly clever | dumb | funniest movies | comedy | goofy,189.0,3162.0,25719.0,3204.0,http://www.wikidata.org/entity/Q462418,Dumb and Dumber,['United States'],['English'],[],['New Line Cinema'],['United States'],['United States'],1995-04-06T00:00:00Z,True,True,True,True
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,Eat Drink Man Woman (Yin shi nan nu),1994.0,111797,10451.0,tt0111797,310.0,4.032258064516129,0.8460405006005538,1996-04-04 01:53:29,2013-09-23 06:28:18,87.0,47.0,relationships | food/cooking | food | ang lee | cooking | minimalist | aging | breakups and divorces,5.0,father daughter relationship | relationships | cooking | single father | loneliness,190.0,611.0,4914.0,625.0,http://www.wikidata.org/entity/Q696905,Eat Drink Man Woman,"['Taiwan', 'United States']",['Mandarin'],[],[],[],[],1994-08-03T00:00:00Z,True,True,True,True
233,Exotica (1994),Drama,Exotica,1994.0,109759,20156.0,tt0109759,178.0,3.5308988764044944,0.9701186839261909,1996-03-26 20:24:07,2011-01-23 00:48:11,25.0,21.0,strippers | canada | atom egoyan | toronto | death | might like | dvd-video | oop,5.0,art house | melancholic | obsession | enigmatic | complex,191.0,354.0,2770.0,354.0,http://www.wikidata.org/entity/Q1384202,Exotica,['Canada'],['English'],[],['Miramax'],"['Canada', 'United States']","['Canada', 'United States']",1994-09-23T00:00:00Z,True,True,True,True
234,Exit to Eden (1994),Comedy,Exit to Eden,1994.0,109758,18395.0,tt0109758,164.0,2.7195121951219514,1.1079676884383285,1996-03-29 15:25:22,2014-09-19 08:16:29,7.0,7.0,sexuality:bdsm | rosie in leather | nudity (full frontal - notable) | nudity (topless - notable) | anne rice | based on a book | nudity (full frontal),5.0,bdsm | erotic | male nudity | based on a book | sexual,192.0,319.0,2628.0,322.0,http://www.wikidata.org/entity/Q642925,Exit to Eden,['United States'],['English'],[],"['Miller-Boyett Productions', 'Savoy Pictures']",['United States'],['United States'],1994-01-01T00:00:00Z,True,True,True,True
235,Ed Wood (1994),Comedy|Drama,Ed Wood,1994.0,109707,522.0,tt0109707,816.0,3.605392156862745,0.9624459347478391,1996-03-19 23:47:34,2015-01-14 01:02:47,162.0,46.0,tim burton | johnny depp | movie business | true story | black and white | oscar (best supporting actor) | biopic | biography,5.0,oscar (best supporting actor) | biopic | eccentricity | imdb top 250 | affectionate,193.0,1697.0,13091.0,1631.0,http://www.wikidata.org/entity/Q639481,Ed Wood,['United States'],['English'],[],['Touchstone Pictures'],['United States'],['United States'],1995-07-13T00:00:00Z,True,True,True,True
236,French Kiss (1995),Action|Comedy|Romance,French Kiss,1995.0,113117,397.0,tt0113117,603.0,3.3134328358208953,0.9464579833966746,1996-03-28 15:05:40,2014-10-26 11:18:29,25.0,21.0,meg ryan | romantic | comedy | tasse de chocolat | clv | romantic comedy | fear of airplanes | lawrence kasdan,5.0,romantic comedy | romantic | france | love story | good romantic comedies,194.0,1172.0,9775.0,1268.0,http://www.wikidata.org/entity/Q1455280,French Kiss,"['United Kingdom', 'United States']","['English', 'French']",[],"['PolyGram Filmed Entertainment', 'Working Title Films']",['United Kingdom'],"['United Kingdom', 'United States']",1995-09-14T00:00:00Z,True,True,True,True
237,Forget Paris (1995),Comedy|Romance,Forget Paris,1995.0,113097,10525.0,tt0113097,322.0,3.237577639751553,0.8666103095006022,1996-03-26 20:24:07,2014-07-25 18:24:54,9.0,7.0,basketball | debra winger | billy crystal | sports | boring | france | infertility,5.0,romantic comedy | paris | romantic | romance | marriage,195.0,633.0,5130.0,659.0,http://www.wikidata.org/entity/Q1760597,Forget Paris,['United States'],['English'],[],['Castle Rock Entertainment'],['United States'],['United States'],1995-08-31T00:00:00Z,True,True,True,True
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,Far From Home: The Adventures of Yellow Dog,1995.0,113028,27985.0,tt0113028,49.0,3.020408163265306,1.0152954397277536,1996-03-28 15:05:40,2014-10-13 23:31:37,0.0,0.0,,5.0,dog | kids and family | dogs | wilderness | family,196.0,102.0,649.0,83.0,http://www.wikidata.org/entity/Q1962691,Far from Home: The Adventures of Yellow Dog,['United States'],['English'],[],['20th Century Studios'],['United States'],['United States'],1995-04-06T00:00:00Z,True,True,True,True
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"Goofy Movie, A",1995.0,113198,15789.0,tt0113198,162.0,3.0246913580246915,1.0363014578788698,1996-03-28 15:05:41,2015-02-07 15:40:47,13.0,10.0,cartoon | road trip | father-son relationship | disney animated feature | disney | goofy | 90s | kevin lima,5.0,cartoon | goofy | disney animated feature | animation | disney,197.0,329.0,2518.0,331.0,http://www.wikidata.org/entity/Q869993,A Goofy Movie,['United States'],['English'],[],"['Disneytoon Studios', 'Q1047410', 'Walt Disney Pictures']",['United States'],['United States'],1996-08-15T00:00:00Z,True,True,True,True
240,Hideaway (1995),Thriller,Hideaway,1995.0,113303,27303.0,tt0113303,29.0,2.7586206896551726,1.023131482047469,1996-03-28 15:05:41,2008-11-20 12:39:06,2.0,2.0,based on a book | dean koontz,5.0,based on a book | based on book | adapted from:book | adaptation | books,198.0,90.0,657.0,90.0,http://www.wikidata.org/entity/Q2364503,Hideaway,"['Canada', 'United States']",['English'],[],['TriStar Pictures'],['United States'],['United States'],1996-06-06T00:00:00Z,True,True,True,True
241,Fluke (1995),Children|Drama,Fluke,1995.0,113089,21183.0,tt0113089,27.0,3.0,1.1435437497937313,1996-03-20 08:24:08,2006-12-31 03:15:00,3.0,3.0,dogs | reincarnation | talking animals,5.0,dog | dogs | animals | talking animals | family,199.0,64.0,451.0,47.0,http://www.wikidata.org/entity/Q1266693,Fluke,['United States'],['English'],[],[],[],[],1995-01-01T00:00:00Z,True,True,True,True
242,Farinelli: il castrato (1994),Drama|Musical,Farinelli: il castrato,1994.0,109771,10954.0,tt0109771,62.0,3.443548387096774,0.8967374321452578,1996-04-16 10:46:16,2006-04-05 21:43:14,11.0,8.0,opera | 18th century | castration | backstage | musical | sad | nudity (topless) | vocalists,5.0,18th century | mozart | musical | opera | visually stunning,200.0,108.0,871.0,97.0,http://www.wikidata.org/entity/Q1341293,Farinelli,"['Belgium', 'France', 'Italy']",['Italian'],[],[],[],[],1995-07-27T00:00:00Z,True,True,True,True
243,Gordy (1995),Children|Comedy|Fantasy,Gordy,1995.0,113199,47867.0,tt0113199,19.0,2.3947368421052633,1.1002392084403616,1996-05-17 18:38:33,2010-05-18 21:19:51,3.0,3.0,mark lewis | pigs | talking animals,5.0,pigs | family | children | animals | original,201.0,46.0,346.0,47.0,http://www.wikidata.org/entity/Q288138,Gordy,['United States'],['English'],[],['Miramax'],"['Canada', 'United States']","['Canada', 'United States']",1995-05-12T00:00:00Z,True,True,True,True
244,Gumby: The Movie (1995),Animation|Children,Gumby: The Movie,1995.0,113234,43475.0,tt0113234,12.0,2.2916666666666665,1.4215601757693317,1996-04-19 18:12:28,2007-10-17 01:09:31,1.0,1.0,vhs,5.0,original | stop motion | robot | childhood | clones,202.0,37.0,222.0,26.0,http://www.wikidata.org/entity/Q12124677,Gumby: The Movie,['United States'],['English'],[],['Clokey Productions'],[],[],1995-12-01T00:00:00Z,True,True,True,True
245,"Glass Shield, The (1994)",Crime|Drama,"Glass Shield, The",1994.0,109906,72031.0,tt0109906,17.0,2.8823529411764706,0.6966305460192359,1996-05-29 21:51:48,2003-03-10 00:11:31,3.0,3.0,police | police corruption | racism,5.0,police corruption | police | corruption | police investigation | original,203.0,20.0,198.0,37.0,http://www.wikidata.org/entity/Q4441559,The Glass Shield,['United States'],['English'],[],['Miramax'],"['Canada', 'United States']","['Canada', 'United States']",1995-06-02T00:00:00Z,True,True,True,True
246,Hoop Dreams (1994),Documentary,Hoop Dreams,1994.0,110057,14275.0,tt0110057,507.0,4.071005917159764,0.9329749550568536,1996-03-27 14:11:21,2015-03-27 01:47:39,56.0,27.0,basketball | documentary | sports | high school | chicago | nba | true story | coming of age,5.0,oscar (best editing) | sports | documentary | criterion | social commentary,204.0,1069.0,8364.0,999.0,http://www.wikidata.org/entity/Q511914,Hoop Dreams,['United States'],['English'],[],['Kartemquin Films'],['United States'],['United States'],1994-01-01T00:00:00Z,True,True,True,True
247,Heavenly Creatures (1994),Crime|Drama,Heavenly Creatures,1994.0,110005,1024.0,tt0110005,388.0,3.895618556701031,0.8775443649884466,1996-03-29 17:04:19,2015-03-22 15:39:12,128.0,40.0,peter jackson | new zealand | surrealism | lesbian | surreal | based on a true story | kate winslet | visceral,5.0,obsession | friendship | fantasy world | unlikely friendships | murder,205.0,762.0,6180.0,739.0,http://www.wikidata.org/entity/Q322206,Heavenly Creatures,"['Germany', 'New Zealand']",['English'],[],['WingNut Films'],['New Zealand'],['New Zealand'],1995-01-12T00:00:00Z,True,True,True,True
248,Houseguest (1994),Comedy,Houseguest,1994.0,110066,17207.0,tt0110066,180.0,3.0083333333333333,0.9837719565884323,1996-03-20 08:24:08,2014-09-19 08:16:19,4.0,3.0,sinbad | randall miller | bad,5.0,comedy | family | chase | hilarious | funny,206.0,299.0,2537.0,325.0,http://www.wikidata.org/entity/Q1194165,Houseguest,['United States'],['English'],[],"['Caravan Pictures', 'Hollywood Pictures']",['United States'],['United States'],1995-01-01T00:00:00Z,True,True,True,True
249,Immortal Beloved (1994),Drama|Romance,Immortal Beloved,1994.0,110116,13701.0,tt0110116,247.0,3.6639676113360324,0.9108856401070414,1996-03-19 23:47:34,2014-07-15 08:24:46,31.0,21.0,gary oldman | beethoven | classical music | biographical | nudity (full frontal) | deafness | beautiful music | to see,5.0,classical music | mozart | biographical | music | biopic,207.0,472.0,3977.0,501.0,http://www.wikidata.org/entity/Q1754839,Immortal Beloved,"['Italy', 'United Kingdom', 'United States']",['English'],[],['Icon Productions'],['United States'],['United States'],1995-10-12T00:00:00Z,True,True,True,True
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,Heavyweights (Heavy Weights),1995.0,110006,14819.0,tt0110006,45.0,3.022222222222222,1.0972877489703436,1996-03-28 15:05:41,2012-12-17 22:17:12,3.0,2.0,nostalgic | steven brill,5.0,camp | kids | fun movie | childhood | nostalgic,208.0,80.0,741.0,71.0,http://www.wikidata.org/entity/Q239413,Heavyweights,['United States'],['English'],[],"['Caravan Pictures', 'Walt Disney Pictures']",['United States'],['United States'],1995-02-17T00:00:00Z,True,True,True,True
251,"Hunted, The (1995)",Action,"Hunted, The",1995.0,113360,32631.0,tt0113360,24.0,3.3125,0.9979598754676854,1996-05-10 14:19:22,2007-09-05 15:26:39,2.0,2.0,horror | clv,5.0,ninja | fight scenes | action | sword fight | sword fighting,209.0,39.0,310.0,39.0,http://www.wikidata.org/entity/Q2736281,The Hunted,['United States'],['English'],[],['Davis Entertainment'],['United States'],['United States'],1995-01-01T00:00:00Z,True,True,True,True
252,I.Q. (1994),Comedy|Romance,I.Q.,1994.0,110099,11777.0,tt0110099,503.0,3.1878727634194832,0.8462431905566291,1996-03-29 15:25:22,2013-08-11 15:12:53,22.0,15.0,meg ryan | tim robbins | einstein | albert einstein | romance | character based on real person:albert einstein | character based on real person:marilyn monroe | chick flick,5.0,romantic comedy | romantic | chick flick | love story | sweet,210.0,994.0,8016.0,1064.0,http://www.wikidata.org/entity/Q499904,I.Q.,['United States'],['English'],[],['Paramount Pictures'],['United States'],['United States'],1995-04-06T00:00:00Z,True,True,True,True
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Interview with the Vampire: The Vampire Chronicles,1994.0,110148,628.0,tt0110148,1385.0,3.4945848375451263,0.952525311924381,1996-03-20 08:24:08,2015-03-14 17:10:54,271.0,66.0,vampires | brad pitt | tom cruise | vampire | kirsten dunst | fantasy | antonio banderas | based on a book,5.0,vampires | vampire | immortality | adapted from:book | goth,211.0,2781.0,22034.0,2753.0,http://www.wikidata.org/entity/Q318910,Interview with the Vampire,['United States'],['English'],[],['The Geffen Film Company'],[],['United States'],1994-12-01T00:00:00Z,True,True,True,True
254,Jefferson in Paris (1995),Drama,Jefferson in Paris,1995.0,113463,87729.0,tt0113463,40.0,3.0125,0.9640160388068878,1996-03-30 15:00:49,2006-06-21 19:16:07,0.0,0.0,,5.0,18th century | slavery | revolution | history | visually appealing,212.0,58.0,509.0,62.0,http://www.wikidata.org/entity/Q1643330,Jefferson in Paris,"['France', 'United States']","['English', 'French']",[],['Touchstone Pictures'],['United States'],['United States'],1995-09-07T00:00:00Z,True,True,True,True
255,"Jerky Boys, The (1995)",Comedy,"Jerky Boys, The",1995.0,110189,18713.0,tt0110189,67.0,2.2611940298507465,0.978396217670375,1996-03-28 15:05:41,2013-02-06 04:35:34,0.0,0.0,,5.0,comedy | funny | very funny | hilarious | stupidity,213.0,120.0,862.0,99.0,http://www.wikidata.org/entity/Q7743116,The Jerky Boys: The Movie,['United States'],['English'],[],"['Caravan Pictures', 'Touchstone Pictures']",['United States'],['United States'],1995-01-01T00:00:00Z,True,True,True,True
256,Junior (1994),Comedy|Sci-Fi,Junior,1994.0,110216,6280.0,tt0110216,508.0,2.7608267716535435,0.9917713246839199,1996-03-29 15:25:22,2014-10-26 03:54:55,50.0,20.0,arnold schwarzenegger | arnold | pregnant man | danny devito | silly | experiment | easygoing | light,5.0,arnold | comedy | pregnancy | silly | silly fun,214.0,974.0,7955.0,961.0,http://www.wikidata.org/entity/Q129265,Junior,['United States'],['English'],[],['Universal Pictures'],['United States'],['United States'],1994-12-23T00:00:00Z,True,True,True,True
257,Just Cause (1995),Mystery|Thriller,Just Cause,1995.0,113501,9061.0,tt0113501,186.0,3.467741935483871,0.9366601149192583,1996-03-20 08:24:08,2011-12-20 03:58:24,13.0,13.0,death penalty | author:  john katzenbach | ed harris | laurence fishburne | wrongfully accused | lawyers | police | police corruption,5.0,lawyers | death penalty | lawyer | police investigation | police,215.0,387.0,3044.0,380.0,http://www.wikidata.org/entity/Q1659511,Just Cause,['United States'],['English'],[],[],[],[],1995-04-27T00:00:00Z,True,True,True,True
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,"Kid in King Arthur's Court, A",1995.0,113538,37108.0,tt0113538,94.0,2.6861702127659575,1.0446588231272391,1996-03-28 15:05:41,2012-12-24 09:47:16,3.0,3.0,michael gottlieb | clv | joss acklund,5.0,king arthur | time travel | kids | medieval | fantasy,216.0,154.0,1361.0,195.0,http://www.wikidata.org/entity/Q947262,A Kid in King Arthur's Court,['United States'],['English'],[],"['Levy-Abrams-Guerin Productions', 'Tapestry Films', 'Trimark Pictures', 'Walt Disney Pictures']",['United States'],['United States'],1996-01-18T00:00:00Z,True,True,True,True
259,Kiss of Death (1995),Crime|Drama|Thriller,Kiss of Death,1995.0,113552,6071.0,tt0113552,105.0,3.1142857142857143,0.8152900110989968,1996-03-19 23:47:35,2009-03-05 19:29:42,3.0,3.0,nudity (topless - brief) | samuel l. jackson | clv,5.0,nudity (topless - brief) | crime | original | gangsters | mob,217.0,226.0,1552.0,218.0,http://www.wikidata.org/entity/Q2000941,Kiss of Death,['United States'],['English'],[],['20th Century Studios'],['United States'],['United States'],1995-06-08T00:00:00Z,True,True,True,True
